,formulaA,formulaB,formulaA_elements_AtomicVolume,formulaB_elements_AtomicVolume,formulaA_elements_AtomicWeight,formulaB_elements_AtomicWeight,formulaA_elements_BoilingT,formulaB_elements_BoilingT,formulaA_elements_BulkModulus,formulaB_elements_BulkModulus,formulaA_elements_Column,formulaB_elements_Column,formulaA_elements_CovalentRadius,formulaB_elements_CovalentRadius,formulaA_elements_Density,formulaB_elements_Density,formulaA_elements_ElectronSurfaceDensityWS,formulaB_elements_ElectronSurfaceDensityWS,formulaA_elements_Electronegativity,formulaB_elements_Electronegativity,formulaA_elements_FirstIonizationEnergy,formulaB_elements_FirstIonizationEnergy,formulaA_elements_GSbandgap,formulaB_elements_GSbandgap,formulaA_elements_GSenergy_pa,formulaB_elements_GSenergy_pa,formulaA_elements_GSestBCClatcnt,formulaB_elements_GSestBCClatcnt,formulaA_elements_GSestFCClatcnt,formulaB_elements_GSestFCClatcnt,formulaA_elements_GSmagmom,formulaB_elements_GSmagmom,formulaA_elements_GSvolume_pa,formulaB_elements_GSvolume_pa,formulaA_elements_HHIp,formulaB_elements_HHIp,formulaA_elements_HHIr,formulaB_elements_HHIr,formulaA_elements_HeatCapacityMass,formulaB_elements_HeatCapacityMass,formulaA_elements_HeatCapacityMolar,formulaB_elements_HeatCapacityMolar,formulaA_elements_HeatFusion,formulaB_elements_HeatFusion,formulaA_elements_ICSDVolume,formulaB_elements_ICSDVolume,formulaA_elements_IsAlkali,formulaB_elements_IsAlkali,formulaA_elements_IsDBlock,formulaB_elements_IsDBlock,formulaA_elements_IsFBlock,formulaB_elements_IsFBlock,formulaA_elements_IsMetal,formulaB_elements_IsMetal,formulaA_elements_IsMetalloid,formulaB_elements_IsMetalloid,formulaA_elements_IsNonmetal,formulaB_elements_IsNonmetal,formulaA_elements_MeltingT,formulaB_elements_MeltingT,formulaA_elements_MendeleevNumber,formulaB_elements_MendeleevNumber,formulaA_elements_MiracleRadius,formulaB_elements_MiracleRadius,formulaA_elements_NUnfilled,formulaB_elements_NUnfilled,formulaA_elements_NValance,formulaB_elements_NValance,formulaA_elements_NdUnfilled,formulaB_elements_NdUnfilled,formulaA_elements_NdValence,formulaB_elements_NdValence,formulaA_elements_NfUnfilled,formulaB_elements_NfUnfilled,formulaA_elements_NfValence,formulaB_elements_NfValence,formulaA_elements_NpUnfilled,formulaB_elements_NpUnfilled,formulaA_elements_NpValence,formulaB_elements_NpValence,formulaA_elements_NsUnfilled,formulaB_elements_NsUnfilled,formulaA_elements_NsValence,formulaB_elements_NsValence,formulaA_elements_Number,formulaB_elements_Number,formulaA_elements_Polarizability,formulaB_elements_Polarizability,formulaA_elements_Row,formulaB_elements_Row,formulaA_elements_ShearModulus,formulaB_elements_ShearModulus,formulaA_elements_SpaceGroupNumber,formulaB_elements_SpaceGroupNumber,avg_coordination_A,avg_coordination_B,avg_nearest_neighbor_distance_A,avg_nearest_neighbor_distance_B,stabilityVec
1939,Tb,Sc,32.10949276,25.00931092,158.92535,44.955912,3503.0,3103.0,38.7,57.0,3,3,194,170,8219.0,2985.0,1.22,1.27,1.21,1.36,5.8638,6.561489999999999,0.0,0.0,-4.629217697,-6.28551309,3.988997542,3.5428740210000003,5.025821971,4.463741557,0.0,6.35e-06,31.73666667,22.235,9500,5500,3100,4500,0.182,0.568,28.91,25.52,10.15,14.1,31.95,24.96,0,0,0,1,1,0,1,1,0,0,0,0,1629.0,1814.0,29,11,176,162,5,9,11,3,0,9,0,1,5,0,9,0,0,0,0,0,0,0,2,2,65,21,25.5,17.8,6,4,22.0,29.0,194,194,12.0,12.0,3.54101,3.21375,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1940,Sc,Tc,25.00931092,14.15101151,44.955912,98.0,3103.0,4538.0,57.0,0.0,3,7,170,147,2985.0,11500.0,1.27,1.81,1.36,1.9,6.561489999999999,7.28,0.0,0.0,-6.28551309,-10.355151199999998,3.5428740210000003,3.057056135,4.463741557,3.851649375,6.35e-06,0.0,22.235,14.285,5500,0,4500,0,0.568,0.0,25.52,0.0,14.1,33.29,24.96,14.22,0,0,1,1,0,0,1,1,0,0,0,0,1814.0,2430.0,11,53,162,136,9,5,3,7,9,5,1,5,0,0,0,0,0,0,0,0,0,0,2,2,21,43,17.8,11.4,4,5,29.0,0.0,194,194,12.0,12.0,3.21375,2.72536,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
1941,Te,Sc,33.95668872,25.00931092,127.6,44.955912,1261.0,3103.0,65.0,57.0,16,3,138,170,6240.0,2985.0,0.0,1.27,2.1,1.36,9.0096,6.561489999999999,0.46399999999999997,0.0,-3.141302507,-6.28551309,4.111975037,3.5428740210000003,5.180763906,4.463741557,0.0,6.35e-06,34.76333333,22.235,2900,5500,4900,4500,0.20199999999999999,0.568,25.73,25.52,17.38,14.1,33.94,24.96,0,0,0,1,0,0,0,1,1,0,0,0,722.66,1814.0,90,11,140,162,2,9,16,3,0,9,10,1,0,0,0,0,2,0,4,0,0,0,2,2,52,21,5.5,17.8,5,4,16.0,29.0,152,194,2.0,12.0,2.89227,3.21375,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 1.0]"
1942,Th,Sc,32.86568321,25.00931092,232.03806,44.955912,5093.0,3103.0,54.0,57.0,3,3,206,170,11724.0,2985.0,1.28,1.27,1.3,1.36,6.3067,6.561489999999999,0.0,0.0,-7.41254306,-6.28551309,4.015357627,3.5428740210000003,5.059033597,4.463741557,0.0,6.35e-06,32.37,22.235,0,5500,0,4500,0.11800000000000001,0.568,27.32,25.52,13.81,14.1,32.86,24.96,0,0,0,1,1,0,1,1,0,0,0,0,2023.0,1814.0,16,11,178,162,8,9,4,3,8,9,2,1,0,0,0,0,0,0,0,0,0,0,2,2,90,21,32.1,17.8,7,4,31.0,29.0,225,194,12.0,12.0,3.5605900000000004,3.21375,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1943,Sc,Ti,25.00931092,17.63631716,44.955912,47.867,3103.0,3560.0,57.0,110.0,3,4,170,160,2985.0,4507.0,1.27,1.52,1.36,1.54,6.561489999999999,6.828119999999999,0.0,0.0,-6.28551309,-7.77522712,3.5428740210000003,3.2197991210000003,4.463741557,4.056692689,6.35e-06,2.25e-05,22.235,16.69,5500,1100,4500,1600,0.568,0.524,25.52,25.06,14.1,14.15,24.96,17.67,0,0,1,1,0,0,1,1,0,0,0,0,1814.0,1941.0,11,43,162,142,9,8,3,4,9,8,1,2,0,0,0,0,0,0,0,0,0,0,2,2,21,22,17.8,14.6,4,4,29.0,44.0,194,194,12.0,8.0,3.21375,2.70452,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1944,Tl,Sc,28.64087656,25.00931092,204.3833,44.955912,1746.0,3103.0,43.0,57.0,13,3,145,170,11850.0,2985.0,1.12,1.27,1.62,1.36,6.108194,6.561489999999999,0.0,0.0,-2.27267753,-6.28551309,3.775558738,3.5428740210000003,4.756905929,4.463741557,0.0,6.35e-06,26.91,22.235,6500,5500,6500,4500,0.129,0.568,26.32,25.52,4.1419999999999995,14.1,28.53,24.96,0,0,0,1,0,0,1,1,0,0,0,0,577.0,1814.0,76,11,172,162,5,9,27,3,0,9,10,1,0,0,14,0,5,0,1,0,0,0,2,2,81,21,7.55,17.8,6,4,2.8,29.0,194,194,8.0,12.0,3.4325300000000003,3.21375,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1945,Sc,U,25.00931092,20.7488474,44.955912,238.02891,3103.0,4200.0,57.0,100.0,3,3,170,196,2985.0,19050.0,1.27,1.51,1.36,1.38,6.561489999999999,6.1941,0.0,0.0,-6.28551309,-11.29233996,3.5428740210000003,3.42137628,4.463741557,4.310663995,6.35e-06,0.0,22.235,20.025,5500,0,4500,0,0.568,0.11599999999999999,25.52,27.665,14.1,9.14,24.96,21.18,0,0,1,0,0,1,1,1,0,0,0,0,1814.0,1408.0,11,20,162,158,9,20,3,6,9,9,1,1,0,11,0,3,0,0,0,0,0,0,2,2,21,92,17.8,24.9,4,7,29.0,111.0,194,63,12.0,4.0,3.21375,2.70235,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1946,Sc,V,25.00931092,13.84489822,44.955912,50.9415,3103.0,3680.0,57.0,160.0,3,5,170,153,2985.0,6110.0,1.27,1.64,1.36,1.63,6.561489999999999,6.7461899999999995,0.0,0.0,-6.28551309,-8.93926069,3.5428740210000003,2.963255488,4.463741557,3.733467966,6.35e-06,0.0,22.235,13.01,5500,3300,4500,3400,0.568,0.489,25.52,24.89,14.1,21.5,24.96,13.88,0,0,1,1,0,0,1,1,0,0,0,0,1814.0,2183.0,11,46,162,134,9,7,3,5,9,7,1,3,0,0,0,0,0,0,0,0,0,0,2,2,21,23,17.8,12.4,4,4,29.0,47.0,194,229,12.0,8.0,3.21375,2.59229,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1947,Se,Ag,27.20880463,17.07564795,78.96,107.8682,958.0,2435.0,8.3,100.0,16,11,120,145,4819.0,10490.0,0.0,1.36,2.55,1.93,9.75239,7.576230000000001,0.799,0.0,-3.47079191,-2.76539356,3.7286790069999998,3.1964805060000003,4.697841169,4.027313073999999,0.0,0.0,25.92,16.33,2200,1200,6000,1400,0.321,0.235,25.363000000000003,25.35,6.69,11.3,29.81,17.05,0,0,0,1,0,0,0,1,0,0,1,0,494.0,1234.93,89,65,118,144,2,1,16,11,0,0,10,10,0,0,0,0,2,0,4,0,0,1,2,1,34,47,3.77,6.99,4,5,3.7,30.0,14,225,2.0,12.0,2.364,2.94195,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1948,Se,Al,27.20880463,16.59442452,78.96,26.9815386,958.0,2792.0,8.3,76.0,16,13,120,121,4819.0,2700.0,0.0,1.39,2.55,1.61,9.75239,5.985768,0.799,0.0,-3.47079191,-3.74542312,3.7286790069999998,3.2062378330000003,4.697841169,4.039606536,0.0,0.0,25.92,16.48,2200,1600,6000,1000,0.321,0.897,25.363000000000003,24.2,6.69,10.71,29.81,16.61,0,0,0,0,0,0,0,1,0,0,1,0,494.0,933.47,89,73,118,141,2,5,16,3,0,0,10,0,0,0,0,0,2,5,4,1,0,0,2,2,34,13,3.77,6.8,4,3,3.7,26.0,14,225,2.0,12.0,2.364,2.85595,"[1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0]"
1949,Se,Au,27.20880463,16.94706362,78.96,196.966569,958.0,3129.0,8.3,220.0,16,11,120,136,4819.0,19300.0,0.0,1.57,2.55,2.54,9.75239,9.225530000000001,0.799,0.0,-3.47079191,-3.20969261,3.7286790069999998,3.2204420519999997,4.697841169,4.0575027310000005,0.0,0.0,25.92,16.7,2200,1100,6000,1000,0.321,0.129,25.363000000000003,25.418000000000003,6.69,12.55,29.81,16.96,0,0,0,1,0,0,0,1,0,0,1,0,494.0,1337.33,89,66,118,143,2,1,16,25,0,0,10,10,0,0,0,14,2,0,4,0,0,1,2,1,34,79,3.77,5.8,4,6,3.7,27.0,14,225,2.0,12.0,2.364,2.94955,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
1950,Br,Se,42.52782532,27.20880463,79.904,78.96,332.0,958.0,1.9,8.3,17,16,120,120,3120.0,4819.0,0.0,0.0,2.96,2.55,11.8138,9.75239,1.4569999999999999,0.799,-1.5830253380000001,-3.47079191,3.8921164439999996,3.7286790069999998,4.9037594360000005,4.697841169,0.0,0.0,29.48,25.92,3300,2200,6900,6000,0.474,0.321,75.69,25.363000000000003,5.285,6.69,65.14,29.81,0,0,0,0,0,0,0,0,0,0,1,1,265.8,494.0,95,89,0,118,1,2,17,16,0,0,10,10,0,0,0,0,1,2,5,4,0,0,2,2,35,34,3.05,3.77,4,4,0.0,3.7,64,14,1.0,2.0,2.38875,2.364,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0]"
1951,Se,C,27.20880463,8.825089715,78.96,12.0107,958.0,4300.0,8.3,33.0,16,14,120,76,4819.0,2260.0,0.0,1.77,2.55,2.55,9.75239,11.2603,0.799,4.496,-3.47079191,-9.209713655,3.7286790069999998,2.242692341,4.697841169,2.825615289,0.0,0.0,25.92,5.64,2200,500,6000,500,0.321,0.7090000000000001,25.363000000000003,8.517000000000001,6.69,117.4,29.81,5.67,0,0,0,0,0,0,0,0,0,0,1,1,494.0,3823.0,89,77,118,77,2,4,16,4,0,0,10,0,0,0,0,0,2,4,4,2,0,0,2,2,34,6,3.77,1.67,4,2,3.7,0.0,14,194,2.0,3.0,2.364,1.4240899999999999,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1952,Ca,Se,42.9371873,27.20880463,40.078,78.96,1757.0,958.0,17.0,8.3,2,16,176,120,1550.0,4819.0,0.91,0.0,1.0,2.55,6.11316,9.75239,0.0,0.799,-1.948329565,-3.47079191,4.2272603239999995,3.7286790069999998,5.3260142660000005,4.697841169,0.0,0.0,37.77,25.92,3900,2200,1500,6000,0.647,0.321,25.929000000000002,25.363000000000003,8.54,6.69,44.19,29.81,1,0,0,0,0,0,1,0,0,0,0,1,1115.0,494.0,7,89,201,118,0,2,2,16,0,0,0,10,0,0,0,0,0,2,0,4,0,0,2,2,20,34,25.73333333,3.77,4,4,7.4,3.7,225,14,12.0,2.0,3.89661,2.364,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1953,Se,Cd,27.20880463,21.58002546,78.96,112.411,958.0,1040.0,8.3,42.0,16,12,120,144,4819.0,8650.0,0.0,1.24,2.55,1.69,9.75239,8.99382,0.799,0.0,-3.47079191,-0.812174225,3.7286790069999998,3.3909215710000002,4.697841169,4.272293466,0.0,0.0,25.92,19.495,2200,1700,6000,1300,0.321,0.231,25.363000000000003,26.02,6.69,6.21,29.81,21.59,0,0,0,1,0,0,0,1,0,0,1,0,494.0,594.22,89,70,118,157,2,0,16,12,0,0,10,10,0,0,0,0,2,0,4,0,0,0,2,2,34,48,3.77,7.32,4,5,3.7,19.0,14,194,2.0,6.0,2.364,3.00785,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0]"
1954,Cs,Se,117.4560158,27.20880463,132.9054519,78.96,944.0,958.0,1.6,8.3,1,16,244,120,1879.0,4819.0,0.55,0.0,0.79,2.55,3.893905,9.75239,0.0,0.799,-0.85462646,-3.47079191,6.140481453,3.7286790069999998,7.736521839,4.697841169,0.0,0.0,115.765,25.92,6000,2200,6000,6000,0.242,0.321,32.21,25.363000000000003,2.09,6.69,67.55,29.81,1,0,0,0,0,0,1,0,0,0,0,1,301.59,494.0,5,89,264,118,1,2,1,16,0,0,0,10,0,0,0,0,0,2,0,4,1,0,1,2,55,34,59.42,3.77,6,4,0.0,3.7,229,14,8.0,2.0,5.32395,2.364,"[1.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1955,Eu,Se,48.12129236,27.20880463,151.964,78.96,1800.0,958.0,8.3,8.3,3,16,198,120,5244.0,4819.0,0.88,0.0,1.185,2.55,5.670380000000001,9.75239,0.0,0.799,-1.82958684,-3.47079191,4.177811939,3.7286790069999998,5.263713205,4.697841169,0.0,0.0,36.46,25.92,9500,2200,3100,6000,0.182,0.321,27.66,25.363000000000003,9.21,6.69,48.53,29.81,0,0,0,0,1,0,1,0,0,0,0,1,1095.0,494.0,25,89,196,118,7,2,9,16,0,0,0,10,7,0,7,0,0,2,0,4,0,0,2,2,63,34,27.7,3.77,6,4,7.9,3.7,229,14,12.0,2.0,4.00957,2.364,"[1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1956,Ho,Se,31.14037991,27.20880463,164.93032,78.96,2973.0,958.0,40.0,8.3,3,16,192,120,8795.0,4819.0,1.22,0.0,1.23,2.55,6.0215,9.75239,0.0,0.799,-4.577416877,-3.47079191,3.9465101189999996,3.7286790069999998,4.972291172,4.697841169,0.0,0.0,30.73333333,25.92,9500,2200,3100,6000,0.165,0.321,27.15,25.363000000000003,11.76,6.69,31.11,29.81,0,0,0,0,1,0,1,0,0,0,0,1,1747.0,494.0,33,89,177,118,3,2,13,16,0,0,0,10,3,0,11,0,0,2,0,4,0,0,2,2,67,34,23.6,3.77,6,4,26.0,3.7,194,14,12.0,2.0,3.4811199999999998,2.364,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1957,I,Se,42.65885747,27.20880463,126.90446999999999,78.96,457.3,958.0,7.7,8.3,17,16,139,120,4940.0,4819.0,0.0,0.0,2.66,2.55,10.451260000000001,9.75239,1.062,0.799,-1.505402418,-3.47079191,4.414518159,3.7286790069999998,5.5619443539999995,4.697841169,0.0,0.0,43.015,25.92,4900,2200,4800,6000,0.214,0.321,54.43,25.363000000000003,7.76,6.69,42.51,29.81,0,0,0,0,0,0,0,0,0,0,1,1,386.85,494.0,96,89,0,118,1,2,17,16,0,0,10,10,0,0,0,0,1,2,5,4,0,0,2,2,53,34,5.025,3.77,5,4,0.0,3.7,64,14,1.0,2.0,2.81108,2.364,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1958,Se,In,27.20880463,26.08265816,78.96,114.818,958.0,2345.0,8.3,0.0,16,13,120,142,4819.0,7310.0,0.0,1.17,2.55,1.78,9.75239,5.78636,0.799,0.0,-3.47079191,-2.66680196,3.7286790069999998,3.647317727,4.697841169,4.595332378999999,0.0,0.0,25.92,24.26,2200,3300,6000,2000,0.321,0.233,25.363000000000003,26.74,6.69,3.2910000000000004,29.81,26.14,0,0,0,0,0,0,0,1,0,0,1,0,494.0,429.75,89,75,118,155,2,5,16,13,0,0,10,10,0,0,0,0,2,5,4,1,0,0,2,2,34,49,3.77,9.65,4,5,3.7,0.0,14,139,2.0,12.0,2.364,3.33944,"[1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0]"
1959,Se,Ir,27.20880463,14.14855047,78.96,192.217,958.0,4701.0,8.3,320.0,16,9,120,141,4819.0,22560.0,0.0,1.83,2.55,2.2,9.75239,8.96702,0.799,0.0,-3.47079191,-8.84851145,3.7286790069999998,3.051696628,4.697841169,3.84489682,0.0,0.0,25.92,14.21,2200,5500,6000,9100,0.321,0.131,25.363000000000003,25.1,6.69,41.12,29.81,13.88,0,0,0,1,0,0,0,1,0,0,1,0,494.0,2739.0,89,60,118,136,2,3,16,23,0,3,10,7,0,0,0,14,2,0,4,0,0,0,2,2,34,77,3.77,7.6,4,6,3.7,210.0,14,225,2.0,12.0,2.364,2.74055,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0]"
1960,Kr,Se,37107.494739999995,27.20880463,83.79799999999999,78.96,119.78,958.0,0.0,8.3,18,16,116,120,3.75,4819.0,0.0,0.0,3.0,2.55,13.99961,9.75239,7.535,0.799,0.08753524,-3.47079191,4.162477568,3.7286790069999998,5.244393107,4.697841169,0.0,0.0,36.06,25.92,0,2200,0,6000,0.248,0.321,20.785999999999998,25.363000000000003,1.1640000000000001,6.69,44.81,29.81,0,0,0,0,0,0,0,0,0,0,1,1,115.79,494.0,101,89,0,118,0,2,18,16,0,0,10,10,0,0,0,0,0,2,6,4,0,0,2,2,36,34,2.4844,3.77,4,4,0.0,3.7,225,14,12.0,2.0,4.5936900000000005,2.364,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1961,Lu,Se,29.52403191,27.20880463,174.9668,78.96,3675.0,958.0,48.0,8.3,3,16,187,120,9841.0,4819.0,1.24,0.0,1.27,2.55,5.42586,9.75239,0.0,0.799,-4.52300002,-3.47079191,3.8648607630000003,3.7286790069999998,4.869419431,4.697841169,0.0022471,0.0,28.865,25.92,9500,2200,3100,6000,0.154,0.321,26.86,25.363000000000003,18.65,6.69,29.52,29.81,0,0,1,0,1,0,1,0,0,0,0,1,1936.0,494.0,41,89,175,118,9,2,17,16,9,0,1,10,0,0,14,0,0,2,0,4,0,0,2,2,71,34,21.9,3.77,6,4,27.0,3.7,194,14,12.0,2.0,3.40931,2.364,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1962,Ne,Se,37232.18569,27.20880463,20.1791,78.96,26.92,958.0,0.0,8.3,18,16,58,120,0.9,4819.0,0.0,0.0,0.0,2.55,21.56454,9.75239,13.088,0.799,0.09403567,-3.47079191,2.934893568,3.7286790069999998,3.6977341860000004,4.697841169,0.0,0.0,12.64,25.92,0,2200,0,6000,1.03,0.321,20.785999999999998,25.363000000000003,0.16399999999999998,6.69,23.09,29.81,0,0,0,0,0,0,0,0,0,0,1,1,24.56,494.0,99,89,0,118,0,2,8,16,0,0,0,10,0,0,0,0,0,2,6,4,0,0,2,2,10,34,0.39432,3.77,2,4,0.0,3.7,225,14,12.0,2.0,3.04326,2.364,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1963,Se,Pa,27.20880463,24.96116063,78.96,231.03586,958.0,4273.0,8.3,0.0,16,3,120,200,4819.0,15370.0,0.0,0.0,2.55,1.5,9.75239,5.89,0.799,0.0,-3.47079191,-9.49741247,3.7286790069999998,3.692852039,4.697841169,4.652702018,0.0,0.0,25.92,25.18,2200,0,6000,0,0.321,0.0,25.363000000000003,0.0,6.69,12.34,29.81,24.94,0,0,0,0,0,1,0,1,0,0,1,0,494.0,1845.0,89,18,118,165,2,21,16,5,0,9,10,1,0,12,0,2,2,0,4,0,0,0,2,2,34,91,3.77,25.4,4,7,3.7,0.0,14,139,2.0,12.0,2.364,3.29125,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0]"
1964,Se,Pd,27.20880463,14.69838627,78.96,106.42,958.0,3236.0,8.3,180.0,16,10,120,139,4819.0,12023.0,0.0,1.67,2.55,2.2,9.75239,8.3369,0.799,0.0,-3.47079191,-5.13777457,3.7286790069999998,3.0659471110000003,4.697841169,3.8628513030000002,0.0,0.0,25.92,14.41,2200,3200,6000,8000,0.321,0.244,25.363000000000003,25.98,6.69,16.74,29.81,14.72,0,0,0,1,0,0,0,1,0,0,1,0,494.0,1828.05,89,62,118,142,2,0,16,10,0,0,10,10,0,0,0,0,2,0,4,0,0,0,2,0,34,46,3.77,4.8,4,5,3.7,44.0,14,225,2.0,12.0,2.364,2.79543,"[1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0]"
1965,Pm,Se,33.14754856,27.20880463,145.0,78.96,3273.0,958.0,33.0,8.3,3,16,199,120,7264.0,4819.0,1.21,0.0,1.155,2.55,5.582000000000001,9.75239,0.0,0.799,-4.744621343,-3.47079191,4.075342789,3.7286790069999998,5.134610166,4.697841169,0.0,0.0,33.8425,25.92,9500,2200,3100,6000,0.0,0.321,0.0,25.363000000000003,0.0,6.69,33.67,29.81,0,0,0,0,1,0,1,0,0,0,0,1,1373.0,494.0,21,89,185,118,9,2,7,16,0,0,0,10,9,0,5,0,0,2,0,4,0,0,2,2,61,34,30.1,3.77,6,4,18.0,3.7,194,14,12.0,2.0,3.6390800000000003,2.364,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1966,Rb,Se,92.64095185,27.20880463,85.4678,78.96,961.0,958.0,2.5,8.3,1,16,220,120,1532.0,4819.0,0.6,0.0,0.82,2.55,4.177128,9.75239,0.0,0.799,-0.963335025,-3.47079191,5.661284779,3.7286790069999998,7.132771862,4.697841169,0.0,0.0,90.7225,25.92,6000,2200,6000,6000,0.363,0.321,31.06,25.363000000000003,2.19,6.69,93.09,29.81,1,0,0,0,0,0,1,0,0,0,0,1,312.46,494.0,4,89,244,118,1,2,1,16,0,0,0,10,0,0,0,0,0,2,0,4,1,0,1,2,37,34,47.27,3.77,5,4,0.0,3.7,229,14,8.0,2.0,4.89764,2.364,"[1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 1.0]"
1967,Se,Ta,27.20880463,18.04672956,78.96,180.94788,958.0,5731.0,8.3,200.0,16,5,120,170,4819.0,16650.0,0.0,1.63,2.55,1.5,9.75239,7.54957,0.799,0.0,-3.47079191,-11.85139954,3.7286790069999998,3.309248619,4.697841169,4.169391995,0.0,0.0,25.92,18.12,2200,2300,6000,4800,0.321,0.14,25.363000000000003,25.36,6.69,36.57,29.81,17.65,0,0,0,1,0,0,0,1,0,0,1,0,494.0,3290.0,89,48,118,145,2,7,16,19,0,7,10,3,0,0,0,14,2,0,4,0,0,0,2,2,34,73,3.77,13.1,4,6,3.7,69.0,14,229,2.0,8.0,2.364,2.8727,"[1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0]"
1968,Tb,Se,32.10949276,27.20880463,158.92535,78.96,3503.0,958.0,38.7,8.3,3,16,194,120,8219.0,4819.0,1.22,0.0,1.21,2.55,5.8638,9.75239,0.0,0.799,-4.629217697,-3.47079191,3.988997542,3.7286790069999998,5.025821971,4.697841169,0.0,0.0,31.73666667,25.92,9500,2200,3100,6000,0.182,0.321,28.91,25.363000000000003,10.15,6.69,31.95,29.81,0,0,0,0,1,0,1,0,0,0,0,1,1629.0,494.0,29,89,176,118,5,2,11,16,0,0,0,10,5,0,9,0,0,2,0,4,0,0,2,2,65,34,25.5,3.77,6,4,22.0,3.7,194,14,12.0,2.0,3.54101,2.364,"[1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
1969,Se,Tc,27.20880463,14.15101151,78.96,98.0,958.0,4538.0,8.3,0.0,16,7,120,147,4819.0,11500.0,0.0,1.81,2.55,1.9,9.75239,7.28,0.799,0.0,-3.47079191,-10.355151199999998,3.7286790069999998,3.057056135,4.697841169,3.851649375,0.0,0.0,25.92,14.285,2200,0,6000,0,0.321,0.0,25.363000000000003,0.0,6.69,33.29,29.81,14.22,0,0,0,1,0,0,0,1,0,0,1,0,494.0,2430.0,89,53,118,136,2,5,16,7,0,5,10,5,0,0,0,0,2,0,4,0,0,0,2,2,34,43,3.77,11.4,4,5,3.7,0.0,14,194,2.0,12.0,2.364,2.72536,"[1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0]"
1970,Th,Se,32.86568321,27.20880463,232.03806,78.96,5093.0,958.0,54.0,8.3,3,16,206,120,11724.0,4819.0,1.28,0.0,1.3,2.55,6.3067,9.75239,0.0,0.799,-7.41254306,-3.47079191,4.015357627,3.7286790069999998,5.059033597,4.697841169,0.0,0.0,32.37,25.92,0,2200,0,6000,0.11800000000000001,0.321,27.32,25.363000000000003,13.81,6.69,32.86,29.81,0,0,0,0,1,0,1,0,0,0,0,1,2023.0,494.0,16,89,178,118,8,2,4,16,8,0,2,10,0,0,0,0,0,2,0,4,0,0,2,2,90,34,32.1,3.77,7,4,31.0,3.7,225,14,12.0,2.0,3.5605900000000004,2.364,"[1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0]"
